feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target_growth
31.173,61.368,69.334,5.705,8.972,1.316,2.651,159.949
26.442,81.859,65.888,5.897,9.618,1.951,3.637,166.808
27.12,74.007,36.986,7.643,10.409,2.605,4.436,139.289
34.412,48.477,25.646,6.191,7.282,0.974,3.83,113.991
34.381,51.398,56.475,5.731,6.774,1.841,1.953,139.417
32.546,85.508,67.242,6.61,6.308,0.744,3.966,172.897
21.189,84.802,52.643,6.157,8.545,2.193,2.065,152.578
28.103,87.832,35.559,7.371,6.789,0.706,0.69,139.097
32.929,64.253,62.068,7.971,6.625,2.8,2.557,150.706
24.366,80.283,58.477,6.58,4.135,0.621,4.138,145.365
19.719,82.27,53.252,6.355,11.587,2.045,3.574,148.123
31.786,59.206,68.167,6.029,4.485,2.265,1.928,148.052
26.19,51.54,64.212,7.92,6.167,1.019,3.876,142.772
27.595,89.866,58.398,6.45,11.371,1.012,2.196,168.194
34.696,46.36,58.238,5.534,9.883,1.831,3.144,142.905
28.323,71.88,58.11,7.908,8.625,1.913,1.632,154.352
25.225,74.26,51.258,7.883,9.287,2.129,1.037,143.131
24.29,75.681,48.196,6.307,4.776,1.793,1.548,133.901
25.1,56.503,60.48,6.045,10.469,0.819,3.963,138.564
20.013,77.471,55.525,7.041,6.001,2.618,4.456,141.766
31.511,54.738,49.499,7.487,11.65,0.8,1.335,133.056
32.241,82.307,31.333,6.496,5.851,1.757,0.911,135.058
22.835,54.86,60.096,5.992,9.003,2.608,0.506,135.353
23.165,76.352,57.3,5.904,8.363,2.591,3.441,150.955
32.864,80.254,42.112,5.98,5.145,0.803,2.47,141.781
18.407,53.503,42.816,5.354,6.903,0.973,2.591,115.331
26.848,55.709,37.336,7.336,10.25,1.844,0.394,119.995
25.882,80.06,73.096,5.315,5.701,1.209,0.549,160.454
29.732,48.87,68.01,6.195,11.703,2.154,4.133,146.412
20.778,53.584,53.052,7.505,6.364,1.654,2.68,128.866
29.362,65.499,45.083,6.212,9.014,1.039,1.143,134.944
24.404,86.858,61.841,5.884,8.951,1.386,1.092,160.664
28.518,70.285,51.386,7.845,7.766,2.059,1.236,140.872
18.682,62.446,73.793,5.38,9.243,2.284,0.474,147.261
25.849,89.027,27.756,7.655,9.949,1.287,0.414,137.022
26.878,65.867,26.714,5.186,8.952,0.652,3.296,114.266
21.644,64.518,53.431,6.241,8.48,1.248,1.334,136.897
20.374,63.524,35.164,6.895,8.853,1.913,1.853,116.632
21.204,59.048,55.215,6.11,7.216,2.224,2.511,133.152
23.85,59.656,64.071,6.604,4.567,2.511,1.576,144.273
19.646,75.953,31.905,5.612,5.278,2.709,2.259,125.154
34.104,46.838,47.03,6.707,8.854,1.67,3.92,128.022
24.885,75.682,59.433,5.404,11.417,2.512,1.25,152.885
31.752,54.054,66.693,7.388,4.206,1.029,3.602,148.475
34.565,62.289,49.817,6.751,8.352,1.743,1.335,140.0
19.372,51.594,35.308,6.446,6.016,1.695,1.004,105.657
29.078,69.874,54.29,5.164,8.494,2.245,0.512,143.994
32.814,77.821,47.726,6.499,9.997,2.255,3.142,155.124
28.782,60.96,63.596,6.691,9.884,1.085,1.97,144.205
25.293,52.354,52.779,5.797,9.799,2.526,3.513,134.898
25.328,55.193,38.971,7.033,10.231,2.54,0.77,120.881
18.61,81.815,62.72,5.23,4.581,2.676,2.794,150.248
27.088,57.044,50.887,5.626,8.077,1.498,0.256,129.482
34.89,79.862,33.877,7.213,6.094,2.77,1.205,142.922
34.298,59.904,53.154,5.442,11.37,2.284,2.821,147.07
18.687,53.493,72.416,5.737,10.263,1.968,0.441,143.716
29.999,77.729,60.276,6.953,4.86,1.437,1.822,156.666
23.13,66.085,39.94,7.187,5.946,2.422,2.615,124.971
33.351,46.407,60.544,5.154,7.642,2.234,3.329,143.108
18.767,88.197,39.13,5.38,11.703,1.805,3.234,142.577
33.91,51.649,52.134,6.338,4.877,2.793,0.837,133.829
32.237,60.903,51.33,6.778,8.544,0.999,0.523,140.56
19.998,62.316,37.37,6.361,6.73,1.94,1.818,115.502
19.017,67.024,42.394,6.941,9.171,1.171,1.235,121.915
32.19,80.345,72.109,7.268,9.19,1.499,1.514,171.358
20.648,45.274,37.53,7.849,5.925,1.213,1.673,104.363
27.093,86.961,65.051,6.05,10.286,1.203,1.908,171.153
33.568,74.07,58.369,5.489,4.73,1.304,2.43,150.893
27.647,87.779,51.631,5.792,10.545,0.536,0.24,153.714
24.753,81.783,31.876,5.444,5.696,0.496,1.481,128.222
25.565,86.753,35.229,6.183,8.717,2.14,1.337,143.017
19.073,72.045,33.949,7.618,6.778,1.146,1.216,117.883
34.469,61.079,54.34,6.041,8.878,0.451,3.591,141.415
23.281,64.931,73.669,5.446,6.139,0.596,1.281,151.862
21.219,74.611,68.862,6.568,8.552,0.87,0.849,152.406
22.863,64.212,26.263,7.976,4.066,0.516,3.863,113.975
34.394,77.925,38.686,5.565,6.996,2.671,1.847,145.999
19.603,49.133,32.863,7.334,10.611,1.764,0.991,110.411
32.744,82.349,73.784,7.47,7.704,1.346,3.43,174.27
30.033,54.188,36.781,6.204,7.994,1.679,3.026,121.359
32.11,87.478,35.066,6.859,8.973,0.671,4.265,143.016
34.59,52.0,56.044,6.297,7.474,2.084,3.975,139.673
32.317,50.812,52.809,5.787,10.937,2.727,3.186,139.694
34.037,81.534,36.293,6.278,7.227,0.714,0.892,139.24
20.158,81.842,58.518,5.286,11.54,0.766,2.278,148.53
31.528,78.244,29.85,7.121,11.016,1.909,0.711,136.793
27.276,88.224,25.968,7.488,7.369,0.765,2.562,137.451
27.239,57.174,29.121,5.922,6.926,0.703,4.142,115.021
33.282,82.199,43.243,6.699,9.413,2.009,0.216,146.798
34.521,60.842,73.751,5.696,10.042,1.885,3.967,167.298
29.982,69.183,52.362,5.382,5.487,0.923,2.519,139.597
26.21,65.052,62.736,6.991,5.928,2.376,0.85,148.804
25.759,45.263,41.075,5.402,5.17,0.653,3.88,112.146
24.568,70.851,60.967,7.346,10.086,1.198,2.509,150.659
24.147,78.638,73.309,5.815,9.715,2.173,2.127,168.944
24.656,52.855,42.888,7.456,5.512,1.873,2.349,116.761
19.526,86.925,74.953,6.106,8.295,1.84,0.834,162.38
19.316,68.868,56.92,6.107,10.114,2.047,0.685,138.698
31.258,53.021,62.43,7.252,11.576,1.952,3.045,147.691
25.583,74.068,37.608,6.531,5.428,2.498,3.986,140.25
33.822,53.637,57.155,5.603,6.435,1.765,3.186,138.617
28.408,47.859,50.55,7.551,6.787,1.363,3.815,124.992
18.598,75.839,72.82,6.02,9.0,2.239,3.833,156.804
20.678,49.981,70.234,5.308,5.091,1.022,0.338,131.934
21.499,49.78,44.834,6.248,5.547,2.223,3.515,119.012
34.588,78.297,72.343,6.722,10.243,1.072,3.52,172.669
21.718,47.484,69.241,6.83,8.336,1.553,1.705,135.88
26.768,81.44,54.519,7.507,5.283,2.174,1.962,156.038
33.915,80.827,29.106,6.624,7.107,1.906,3.406,139.261
34.612,51.363,33.04,5.671,5.076,0.606,4.442,120.044
22.018,68.327,28.844,5.785,6.902,1.472,4.448,124.078
18.835,49.348,30.4,5.303,7.202,2.348,2.238,101.482
20.611,73.466,73.848,7.208,4.897,2.792,3.595,155.741
19.077,47.832,35.608,5.318,4.479,1.52,2.204,101.738
21.317,87.502,59.543,6.817,11.053,0.606,3.924,157.954
27.666,54.348,56.826,6.791,11.101,1.279,2.994,135.0
33.512,75.73,56.557,7.357,4.021,1.576,4.228,155.651
27.133,50.773,35.335,5.224,9.13,0.576,4.488,117.866
28.642,54.432,53.967,5.609,4.749,2.474,1.62,131.475
21.432,65.293,56.277,7.729,10.481,1.693,4.411,143.926
31.61,70.789,53.52,6.717,11.036,1.399,3.178,152.88
28.502,89.949,34.308,6.373,8.933,1.353,1.224,139.877
32.69,46.167,61.153,7.243,8.905,0.468,0.213,136.632
34.13,45.014,28.662,7.708,6.972,1.645,3.141,115.21
23.914,60.767,54.56,5.789,5.996,1.541,1.156,128.014
19.54,61.477,46.813,7.704,7.994,1.23,1.195,128.582
21.841,84.773,37.514,5.326,5.07,1.981,2.574,131.283
25.443,86.066,65.369,7.933,9.378,1.386,0.333,160.102
34.077,84.624,33.795,5.495,7.761,1.772,1.99,144.398
24.431,51.443,71.649,5.799,5.421,2.524,3.637,144.547
31.103,63.545,69.228,5.29,8.707,1.273,0.317,154.942
27.188,78.565,43.029,7.411,10.363,1.355,2.883,146.132
21.108,59.067,40.258,7.953,8.71,2.478,0.881,120.301
23.452,74.846,31.874,5.891,8.237,1.259,3.91,128.283
29.104,55.671,70.816,5.977,10.782,1.454,1.88,150.419
29.439,59.554,56.377,5.837,4.086,2.322,3.692,140.211
25.391,83.719,26.589,5.464,8.934,1.82,3.312,132.409
21.887,56.273,50.55,7.362,7.278,2.641,3.975,129.304
30.272,88.395,29.29,5.182,5.549,1.53,2.422,136.594
20.871,58.782,53.688,7.903,11.837,1.55,2.29,130.334
33.923,46.059,50.448,7.782,7.231,0.503,0.361,129.484
21.194,56.471,29.142,5.355,6.682,0.874,2.495,107.857
19.824,52.704,65.793,6.589,5.352,1.696,2.444,127.436
26.46,67.807,38.116,7.979,11.982,0.849,2.807,135.603
26.832,50.072,52.074,7.558,10.848,1.489,0.763,129.949
26.639,73.172,56.952,7.145,4.56,1.08,2.522,143.092
25.423,84.37,73.115,5.067,8.526,0.45,2.152,163.58
34.912,61.313,49.691,5.205,5.179,1.54,2.763,137.352
26.267,52.582,70.866,7.382,9.726,1.951,3.04,146.07
26.125,63.001,42.743,6.129,7.873,1.212,1.754,126.204
25.17,80.369,67.872,7.005,4.883,2.264,2.367,163.831
19.136,71.617,36.791,7.218,8.456,0.751,1.899,124.796
28.08,49.551,60.374,6.267,11.285,0.619,3.492,143.972
21.875,69.173,29.431,5.43,6.73,2.644,3.625,121.221
28.839,66.064,74.303,6.16,4.406,2.612,1.46,158.015
18.864,59.72,72.697,7.613,11.562,1.376,1.316,145.085
34.684,49.957,47.111,5.993,5.134,1.408,3.117,129.07
25.973,89.15,51.197,5.188,7.8,2.442,3.528,155.968
33.245,52.922,54.889,7.877,8.357,1.673,0.247,139.289
26.085,53.673,38.752,7.042,5.897,0.681,2.038,116.653
19.026,51.551,58.724,6.623,5.419,0.676,1.523,124.539
31.978,70.659,59.928,7.487,4.905,0.715,3.496,152.725
29.019,64.965,51.254,6.233,4.56,2.274,0.817,135.765
31.29,56.23,32.387,7.955,8.065,1.845,3.546,122.933
25.279,64.324,70.959,7.573,10.736,1.119,3.044,153.995
28.845,75.308,30.752,5.842,5.014,0.789,3.825,131.313
32.556,57.677,56.459,6.113,9.605,0.696,4.458,144.276
28.728,86.186,30.154,5.827,7.301,2.179,2.249,138.724
23.91,58.786,32.305,6.978,4.282,2.526,3.207,115.227
29.263,53.918,26.027,6.918,8.288,1.675,3.253,117.09
29.422,87.956,43.168,6.568,6.016,2.255,3.832,146.339
34.33,81.475,56.979,7.898,8.842,1.08,2.428,163.149
24.306,60.441,51.077,6.417,6.795,1.806,0.663,127.131
25.226,82.864,58.727,7.351,9.332,1.451,4.411,160.361
31.806,68.347,58.751,6.974,11.348,0.61,0.444,150.844
26.598,60.604,32.009,6.555,5.956,1.57,4.338,116.535
30.522,82.783,27.867,5.126,11.519,2.432,1.298,138.831
25.815,78.847,56.268,6.972,5.634,0.524,2.318,148.539
21.663,58.404,57.661,6.928,4.566,1.545,4.288,133.076
30.668,72.301,52.835,5.375,5.542,2.496,3.11,147.346
20.23,61.623,37.288,7.388,10.519,2.296,2.718,123.681
21.376,45.047,65.538,6.401,9.42,1.584,1.601,134.446
28.656,88.282,28.784,5.972,11.767,0.811,1.457,138.742
30.704,69.733,56.616,7.472,9.679,2.436,0.341,153.252
33.21,71.929,31.021,6.03,7.301,0.768,2.721,131.219
22.634,71.995,57.722,6.866,11.139,1.064,2.049,150.074
19.882,69.779,45.886,6.854,11.665,0.698,1.164,131.73
34.253,58.052,60.905,5.158,10.333,1.502,1.852,147.057
20.625,88.721,27.61,6.269,8.453,1.91,4.246,130.724
21.36,72.975,52.754,5.668,10.606,2.385,3.848,144.944
22.953,75.191,32.244,5.599,5.432,1.507,2.051,121.718
27.0,65.466,59.119,6.965,11.203,2.73,4.414,155.87
33.008,57.954,30.998,5.034,11.996,1.83,2.187,123.68
30.929,47.896,28.679,7.907,9.321,1.851,1.701,112.177
30.039,60.76,60.656,6.186,5.567,0.821,1.868,143.471
20.978,52.924,28.177,5.896,5.155,0.856,3.961,107.167
24.081,74.794,36.227,7.76,11.675,1.784,1.351,135.985
26.133,84.555,66.237,6.46,10.971,2.13,1.155,168.347
20.506,58.624,65.484,6.843,9.989,0.891,4.33,142.787
22.648,59.98,67.706,7.088,11.593,1.562,3.357,148.935
23.242,75.166,41.305,7.614,8.027,1.255,3.484,140.99
20.164,51.717,51.402,5.389,11.102,1.453,3.383,130.678
27.354,86.825,63.667,5.245,5.303,0.933,3.137,162.791
29.985,61.373,31.849,7.981,5.462,0.738,0.592,121.583
19.189,49.554,61.22,5.027,8.099,1.169,3.441,130.806
26.179,52.861,29.874,7.125,6.66,2.485,1.27,108.594
31.298,86.974,70.663,6.833,7.46,2.333,0.769,172.406
30.716,56.12,56.866,6.658,10.386,0.644,4.427,147.276
31.856,74.802,49.665,7.357,4.427,0.611,0.32,144.171
25.62,52.027,49.236,7.977,9.767,1.583,0.336,126.87
31.949,53.735,34.068,5.141,4.706,1.066,1.533,119.893
22.093,84.566,42.296,6.844,10.78,2.376,3.83,147.187
24.134,51.661,61.356,7.15,5.615,1.567,4.405,137.24
20.998,45.844,52.047,5.918,9.88,2.446,0.71,122.211
25.947,67.555,51.465,7.679,8.735,0.66,1.9,140.649
24.665,83.823,34.762,6.371,7.085,2.728,3.357,139.928
22.096,59.67,59.518,5.493,6.14,2.241,2.976,139.752
30.78,50.767,44.602,7.563,4.46,2.157,1.204,127.39
23.335,89.2,34.138,7.829,6.827,2.657,1.616,137.962
22.638,75.453,72.189,5.299,5.604,1.529,2.756,157.226
20.225,83.281,50.34,7.255,5.087,0.757,0.352,142.328
25.46,78.846,51.402,5.645,9.908,1.593,3.46,149.239
23.15,76.421,74.069,5.02,5.7,2.357,1.384,155.277
24.278,62.305,43.32,5.782,5.785,2.463,3.762,126.11
22.012,59.595,72.151,7.565,6.724,1.573,3.14,145.395
30.974,77.263,59.746,5.424,7.701,2.158,2.975,157.091
33.81,77.252,56.655,5.392,8.11,0.993,3.5,155.737
26.465,87.776,36.721,7.217,9.316,0.953,0.523,143.836
28.931,70.59,27.588,6.219,8.708,1.807,1.318,124.377
32.742,58.258,46.889,5.445,7.853,1.412,2.443,137.913
34.98,67.029,25.509,5.69,7.152,0.787,3.542,122.831
28.43,72.617,28.55,7.384,6.126,2.227,3.851,127.674
33.126,64.203,54.766,6.87,9.68,1.677,1.843,148.038
33.446,80.601,61.224,7.283,6.54,1.649,3.613,166.066
31.455,71.308,33.397,5.293,10.797,0.854,1.147,135.152
25.836,45.425,61.625,6.374,8.689,0.979,0.554,128.629
19.38,70.643,72.486,7.391,9.072,2.062,1.26,156.237
18.269,73.512,62.159,5.797,8.07,2.445,4.084,144.079
26.112,86.187,64.236,5.508,11.428,0.825,2.539,166.938
26.403,63.617,60.036,6.145,7.373,2.35,2.27,141.08
24.925,70.851,36.237,6.0,7.416,2.291,3.396,131.353
27.659,66.375,43.044,5.556,11.144,2.356,0.243,137.543
27.387,68.925,72.463,7.862,8.839,1.796,0.709,161.051
32.222,48.029,58.061,6.449,7.593,1.244,0.628,130.107
19.847,85.378,64.451,6.824,6.097,2.25,0.723,153.598
21.828,85.969,73.435,5.363,5.96,1.552,2.15,165.483
31.481,69.663,36.572,6.83,10.411,0.932,1.407,136.397
32.413,70.045,41.084,6.666,6.236,1.366,3.579,139.221
34.912,47.59,57.24,7.796,4.046,1.499,3.808,131.627
32.84,71.908,26.218,6.237,4.156,1.613,4.177,130.196
33.128,64.312,53.561,7.346,11.827,2.554,1.043,152.899
23.344,76.907,65.434,5.913,8.479,1.387,2.362,155.32
24.828,47.121,55.522,6.737,7.912,1.084,0.409,125.449
22.557,76.99,39.77,7.781,11.343,2.71,1.232,139.294
28.307,57.91,61.205,6.875,6.813,0.981,2.845,145.388
33.96,74.327,32.302,7.133,10.36,0.427,2.016,137.479
23.859,73.221,69.739,7.628,9.774,2.44,3.17,160.317
27.469,55.208,30.046,7.776,7.817,2.691,3.809,120.015
23.037,64.82,68.175,5.625,10.197,2.037,0.456,148.525
20.887,82.603,49.89,5.588,11.726,1.378,4.236,149.029
21.318,72.252,46.432,6.651,5.605,1.705,0.382,126.337
18.985,48.093,50.033,7.987,4.14,2.397,4.421,120.822
34.138,64.931,35.01,6.47,10.572,2.525,2.942,139.28
24.849,59.03,47.884,5.993,7.229,0.646,0.386,127.974
32.18,73.874,67.486,6.612,8.355,2.483,1.893,166.085
29.583,72.655,65.048,5.193,5.78,1.882,1.31,153.782
21.263,45.468,33.152,5.532,10.734,0.477,3.634,107.496
20.983,72.346,58.671,5.447,9.77,0.66,1.169,145.714
31.804,78.068,67.842,5.084,11.627,0.509,3.753,170.069
22.5,79.593,65.988,7.167,7.802,2.677,1.543,161.238
33.526,47.654,46.282,5.976,11.813,1.424,4.453,131.983
20.381,58.665,27.405,5.506,8.087,2.117,1.363,106.679
29.521,63.957,71.558,6.537,8.971,0.404,3.145,155.776
31.846,53.09,44.794,5.97,9.393,2.304,3.641,130.568
21.999,63.933,43.049,6.179,7.918,1.557,1.131,121.945
22.696,48.201,62.976,5.947,8.502,2.617,0.526,133.18
34.397,50.095,38.199,5.012,5.786,1.65,2.57,122.936
22.498,75.091,66.737,7.065,6.899,2.293,3.111,155.899
25.309,56.816,28.803,5.332,9.616,1.911,3.714,117.09
25.353,77.013,62.036,5.657,4.312,1.649,1.373,145.79
22.302,47.165,73.289,5.571,9.603,2.676,3.951,142.596
31.188,70.322,74.788,5.994,6.43,1.589,4.138,164.552
31.121,62.615,71.19,5.481,6.175,2.542,3.551,157.223
24.431,80.864,68.538,6.041,9.548,0.487,0.233,154.929
32.197,80.278,38.944,5.73,5.72,1.978,0.575,137.995
21.622,61.9,73.332,5.184,11.693,2.588,4.49,154.562
18.073,73.022,71.395,7.612,11.925,2.558,3.356,161.716
27.71,55.24,51.719,5.917,7.665,1.564,2.895,133.459
34.899,71.118,45.104,5.286,7.211,1.533,4.076,148.121
18.657,48.657,30.463,6.565,4.632,2.345,0.37,98.714
21.536,64.557,54.532,5.37,10.226,1.204,3.457,138.113
26.822,53.223,60.027,7.319,5.302,2.649,3.015,138.854
31.769,84.752,45.2,5.185,11.464,1.002,3.847,154.699
19.514,65.021,45.301,6.394,11.925,0.579,3.545,129.034
24.719,71.585,53.666,7.831,4.979,2.253,2.285,138.412
30.7,61.217,26.389,5.477,9.464,1.371,0.505,116.378
24.316,57.993,72.893,5.604,7.728,1.254,4.11,151.48
21.21,54.131,39.495,6.801,8.329,1.17,3.483,120.776
21.323,86.034,32.045,7.94,5.437,2.753,1.733,130.534
24.971,80.976,25.274,6.158,9.788,1.772,4.431,126.901
26.15,50.997,67.845,6.946,5.333,2.781,1.538,142.377
32.651,78.603,68.16,5.457,11.082,1.225,1.793,168.045
28.918,63.834,29.765,6.924,7.632,1.394,4.391,120.959
29.737,45.693,32.612,5.758,9.079,0.908,3.073,105.338
34.711,68.777,47.395,6.84,11.374,1.433,3.981,147.616
25.001,50.852,34.285,5.266,9.904,0.549,4.017,113.629
24.857,54.447,61.791,6.575,8.327,0.401,2.507,133.796
33.697,76.322,27.902,5.712,7.221,1.487,1.348,133.296
22.18,56.571,52.485,7.045,7.697,2.19,3.844,129.968
30.407,85.135,44.14,7.243,6.733,1.449,2.358,149.332
30.828,74.573,48.247,7.544,11.569,1.643,2.627,156.606
19.662,82.453,46.238,7.977,6.023,1.469,2.528,139.742
25.96,72.684,32.658,6.378,7.275,1.664,0.241,125.05
21.41,84.098,36.014,7.012,10.226,2.261,0.397,135.73
21.151,61.276,28.24,5.055,6.915,2.329,2.85,113.847
25.885,69.711,30.764,7.715,11.093,2.411,3.616,132.035
22.92,68.215,73.895,6.847,5.945,0.91,2.165,150.1
31.533,85.671,38.989,6.264,4.251,1.499,1.019,141.316
33.429,52.421,40.351,6.303,9.03,2.394,1.949,126.798
31.646,71.013,31.355,7.274,8.066,2.661,3.504,133.771
22.523,78.949,62.758,7.5,11.464,1.703,0.667,160.244
22.66,61.652,71.207,7.424,7.385,1.583,2.609,150.247
22.33,84.041,64.488,6.532,5.085,2.235,3.22,157.483
20.296,61.786,55.631,6.113,6.638,2.78,1.988,136.853
34.045,52.799,65.662,7.837,7.146,1.422,2.785,148.788
24.835,71.282,45.212,6.903,8.665,0.796,3.999,133.777
21.82,63.926,67.975,6.631,6.196,2.402,1.115,149.07
32.393,45.684,64.926,6.795,8.403,2.105,0.781,140.128
24.786,48.143,25.086,6.89,11.264,0.748,0.462,98.263
18.597,53.787,49.39,7.139,7.39,1.176,3.323,118.138
20.753,79.62,38.231,6.66,9.213,1.728,4.072,139.001
28.867,85.142,29.312,7.626,5.831,2.156,3.169,133.398
31.309,69.554,67.31,7.579,10.411,2.274,4.399,168.026
21.586,49.75,25.397,6.327,6.157,0.774,3.245,100.764
33.596,69.049,61.508,5.506,8.638,0.92,1.441,155.512
32.467,83.502,74.41,6.73,6.402,2.186,1.299,172.846
32.422,78.726,49.101,6.862,4.539,0.679,3.067,149.404
21.87,58.099,43.562,6.57,6.557,1.596,3.106,123.488
18.859,50.575,55.292,7.672,5.696,1.71,2.452,123.335
32.746,85.531,65.235,5.279,11.141,1.214,2.466,168.474
23.199,83.434,37.013,5.862,6.129,2.311,1.992,136.249
28.522,47.417,37.535,7.597,11.795,0.533,1.705,114.143
30.919,82.065,55.359,7.818,7.939,2.266,2.926,162.116
20.181,49.375,71.994,6.278,5.769,1.95,3.414,138.258
31.274,47.848,39.922,5.578,7.131,1.617,3.698,122.834
33.955,79.137,43.838,6.261,5.467,2.494,1.524,140.328
30.382,69.134,74.667,6.368,10.669,0.885,3.888,163.597
25.501,63.655,33.811,6.559,4.96,2.322,1.502,118.595
32.904,85.674,28.848,5.823,10.988,0.851,1.511,142.584
26.967,82.769,54.488,5.938,4.367,2.777,3.666,150.855
30.661,47.593,26.213,6.967,6.397,0.479,4.368,115.663
31.949,72.724,34.022,6.865,5.119,1.728,4.209,133.994
30.739,79.752,56.11,6.986,9.482,0.803,0.678,152.436
22.894,69.772,57.976,6.132,8.099,1.379,1.44,141.841
20.003,89.235,50.521,6.009,11.515,0.755,3.468,149.348
22.052,75.872,44.187,6.055,6.929,0.865,3.667,132.46
26.549,49.686,53.81,7.854,4.326,0.546,2.368,128.225
26.59,53.923,57.169,6.186,10.093,0.419,0.269,134.374
27.905,82.181,65.174,6.818,8.636,2.126,2.358,165.505
24.717,89.854,64.638,6.569,10.619,1.488,0.334,167.994
31.377,49.425,58.24,7.629,7.409,0.509,1.41,136.155
33.524,49.515,69.712,6.107,9.905,2.654,3.024,149.554
22.194,79.352,66.901,6.302,5.369,1.997,0.779,155.08
30.521,47.896,31.662,7.528,11.996,1.034,3.264,115.861
29.526,48.085,72.834,5.483,5.389,1.453,2.872,142.638
26.893,84.997,69.587,6.783,10.638,1.574,2.048,169.357
21.205,81.02,41.046,6.2,5.7,1.768,1.8,133.572
31.519,84.67,26.009,7.957,10.26,2.458,4.133,137.962
34.331,74.273,55.199,7.164,10.89,1.816,2.579,156.107
30.271,59.514,46.921,5.032,11.013,2.749,4.022,139.588
33.604,85.784,62.478,7.518,7.806,2.144,1.974,167.457
34.731,58.443,51.23,7.11,7.431,2.772,2.757,145.835
23.985,57.398,28.825,6.683,10.67,1.722,4.305,120.827
28.85,84.888,37.234,5.708,8.636,2.028,0.734,139.217
26.057,75.637,69.126,5.448,8.97,2.171,1.33,159.692
34.773,85.305,26.884,6.885,5.889,2.211,4.142,145.556
19.595,52.016,61.833,6.32,7.569,0.459,2.015,128.64
25.01,87.853,39.597,7.585,6.956,0.706,1.37,139.973
32.884,72.573,47.632,5.787,9.323,0.947,4.489,150.778
22.829,75.062,51.55,6.913,5.572,1.052,0.64,136.982
31.392,86.133,37.504,5.747,7.246,2.573,2.83,150.411
24.507,62.134,57.598,6.909,10.79,2.134,3.589,142.934
34.66,77.381,59.672,5.145,8.372,0.744,3.583,159.516
33.02,73.815,29.253,6.175,11.168,1.423,2.1,136.826
23.122,80.449,43.696,5.518,5.86,0.983,0.389,134.723
31.093,85.362,62.219,6.818,7.519,2.392,3.816,168.188
23.727,75.603,61.082,5.95,8.003,2.603,3.652,148.802
28.308,48.044,52.23,7.315,7.205,0.794,1.221,125.336
29.194,53.241,63.884,5.344,9.476,1.4,1.664,144.336
32.103,87.929,30.382,6.669,5.19,2.687,2.404,139.868
18.416,88.589,30.911,6.781,8.155,1.977,0.691,132.003
21.743,88.534,57.874,5.066,5.11,2.483,3.728,155.729
30.103,46.656,59.667,5.108,9.034,1.258,4.165,136.524
27.58,62.21,65.726,5.925,10.642,0.903,1.525,152.419
26.425,79.185,34.052,6.827,4.16,2.059,4.173,132.918
18.939,78.88,50.839,7.888,7.655,0.73,3.644,140.909
23.921,48.866,58.042,5.272,7.942,2.416,3.33,130.996
32.707,72.427,36.185,7.109,9.762,2.212,4.367,142.236
18.525,51.429,50.846,7.078,4.598,1.132,1.596,118.993
24.739,67.194,56.922,7.008,7.248,1.597,4.137,140.673
34.068,55.786,35.722,6.548,10.284,2.318,0.623,129.574
18.865,47.392,43.778,7.9,8.257,2.644,2.255,115.7
30.745,48.601,35.817,6.505,9.999,1.245,2.574,121.206
22.379,85.99,70.147,7.515,6.912,2.296,0.728,169.177
32.732,78.509,36.84,5.788,11.361,0.867,3.371,143.227
30.683,86.932,31.042,7.419,4.619,2.568,2.243,136.911
33.057,66.15,26.758,7.99,4.729,2.047,2.159,124.237
21.671,63.598,27.248,7.73,8.228,0.767,2.7,114.788
27.032,61.128,34.579,5.912,7.767,2.176,0.779,123.401
